imdbID,title,year,rating,genre,released,director,writer,cast,metacritic,imdbRating,imdbVotes,poster,language,country,lastupdated,type
410377,Nim's Island,2008,PG,"Adventure, Comedy, Family",4/4/2008,"Jennifer Flackett, Mark Levin","Joseph Kwong (screenplay), Paula Mazur (screenplay), Mark Levin (screenplay), Jennifer Flackett (screenplay), Wendy Orr (novel)","Abigail Breslin, Jodie Foster, Gerard Butler, Michael Carman",55.0,6.0,26575.0,https://m.media-amazon.com/images/M/MV5BMTA0OTk0NjIwMDleQTJeQWpwZ15BbWU3MDg3NjM0NTE@._V1_SX300.jpg,English,USA,41:15.0,movie
410407,Orwell Rolls in His Grave,2003,UNRATED,Documentary,11/19/2004,Robert Kane Pappas,"Tom Blackburn, Robert Kane Pappas","Charles Lewis, Robert McChesney, Mark Crispin Miller, Bernie Sanders",49.0,8.1,1049.0,https://m.media-amazon.com/images/M/MV5BMTM4Nzk5Mzk4N15BMl5BanBnXkFtZTcwNTk5OTgyMQ@@._V1_SX300.jpg,English,USA,8/11/2015 0:01,movie
410400,On a Clear Day,2005,PG-13,"Comedy, Drama, Romance",9/2/2005,Gaby Dellal,Alex Rose,"Peter Mullan, Brenda Blethyn, Sean McGinley, Jamie Sives",62.0,7.0,2668.0,https://m.media-amazon.com/images/M/MV5BMTU3MTAxNDM2M15BMl5BanBnXkFtZTcwMDE3NDIzMQ@@._V1_SX300.jpg,English,UK,27:49.9,movie
410730,Taxidermia,2006,NOT RATED,"Comedy, Drama, Horror",8/23/2006,Gyergy Pelfi,"Lajos Parti Nagy (short stories), Gyergy Pelfi, Zsefia Ruttkay","Csaba Czene, Gergely Trecsenyi, Marc Bischoff, Istven Gyuricza",83.0,7.0,12038.0,https://m.media-amazon.com/images/M/MV5BMTM1OTU5NjAzMl5BMl5BanBnXkFtZTcwNDQ3NjA3Mg@@._V1_SX300.jpg,"Hungarian, English, Russian","Hungary, Austria, France",28:30.8,movie
410764,Tideland,2005,R,"Drama, Fantasy",8/11/2006,Terry Gilliam,"Tony Grisoni (screenplay), Terry Gilliam (screenplay), Mitch Cullin (novel)","Jodelle Ferland, Janet McTeer, Brendan Fletcher, Jennifer Tilly",26.0,6.6,25412.0,https://m.media-amazon.com/images/M/MV5BMTMwNDQ0Mjk5N15BMl5BanBnXkFtZTcwNjQzNjczMQ@@._V1_SX300.jpg,English,"UK, Canada",15:19.1,movie
411061,88 Minutes,2007,R,"Crime, Drama, Mystery",4/18/2008,Jon Avnet,Gary Scott Thompson,"Al Pacino, Alicia Witt, Leelee Sobieski, Amy Brenneman",17.0,5.9,62548.0,https://m.media-amazon.com/images/M/MV5BMTgxOTg1NzgzMV5BMl5BanBnXkFtZTcwNTM3Mjc1MQ@@._V1_SX300.jpg,English,"USA, Germany, Canada",09:35.8,movie
411195,Breakfast on Pluto,2005,R,"Comedy, Drama",1/6/2006,Neil Jordan,"Neil Jordan, Pat McCabe, Pat McCabe (book)","Cillian Murphy, Morgan Jones, Eva Birthistle, Liam Neeson",59.0,7.3,16593.0,https://m.media-amazon.com/images/M/MV5BMTIyMDg3Nzk4Ml5BMl5BanBnXkFtZTcwMzI0NDczMQ@@._V1_SX300.jpg,English,"Ireland, UK",25:09.9,movie
411272,Mesrine Part 2: Public Enemy #1,2008,R,"Action, Biography, Crime",11/19/2008,Jean-Franeois Richet,"Abdel Raouf Dafri (scenario), Abdel Raouf Dafri (adaptation), Jean-Franeois Richet (adaptation)","Vincent Cassel, Ludivine Sagnier, Mathieu Amalric, Samuel Le Bihan",72.0,7.5,21818.0,https://m.media-amazon.com/images/M/MV5BNTA3MjI3NjIyNl5BMl5BanBnXkFtZTcwODA1NTY3Mw@@._V1_SX300.jpg,"French, English","France, Canada",07:03.4,movie
411270,The Beat That My Heart Skipped,2005,UNRATED,"Action, Crime, Drama",3/16/2005,Jacques Audiard,"Jacques Audiard (scenario), Tonino Benacquista (scenario), James Toback (earlier screenplay: d'apres le film ""Fingers"" ecrit et realise par)","Romain Duris, Niels Arestrup, Jonathan Zaccae, Gilles Cohen",75.0,7.3,14437.0,https://m.media-amazon.com/images/M/MV5BMjA5NzM5OTcxMF5BMl5BanBnXkFtZTcwMTExMjAzMQ@@._V1_SX300.jpg,"French, English, Russian, Vietnamese, Mandarin",France,26:09.4,movie
411323,Downloading Nancy,2008,NOT RATED,"Drama, Thriller",5/1/2009,Johan Renck,"Pamela Cuming, Lee Ross","Maria Bello, Rufus Sewell, Jason Patric, Amy Brenneman",19.0,5.8,2193.0,https://m.media-amazon.com/images/M/MV5BMTI1MjA4OTY2N15BMl5BanBnXkFtZTcwODEyMTc1Mg@@._V1_SX300.jpg,English,USA,22:51.5,movie
411477,Hellboy II: The Golden Army,2008,PG-13,"Action, Adventure, Fantasy",7/11/2008,Guillermo del Toro,"Guillermo del Toro (screenplay), Guillermo del Toro (story), Mike Mignola (story), Mike Mignola (comic book)","Ron Perlman, Selma Blair, Doug Jones, John Alexander",78.0,7.0,195183.0,https://m.media-amazon.com/images/M/MV5BMjA5NzgyMjc2Nl5BMl5BanBnXkFtZTcwOTU3MDI3MQ@@._V1_SX300.jpg,English,"USA, Germany",12:54.5,movie
411475,Hell Ride,2008,R,"Action, Drama, Thriller",1/17/2009,Larry Bishop,Larry Bishop,"Julia Jones, Larry Bishop, Leonor Varela, Austin Galuppo",25.0,5.1,13835.0,https://m.media-amazon.com/images/M/MV5BMTY0MTMwODkwN15BMl5BanBnXkFtZTcwMzE1OTc1MQ@@._V1_SX300.jpg,English,USA,00:18.4,movie
411705,9 Songs,2004,NOT RATED,"Drama, Music, Romance",3/11/2005,Michael Winterbottom,Michael Winterbottom,"Kieran O'Brien, Margo Stilley, The Dandy Warhols, Elbow",43.0,4.9,16626.0,https://m.media-amazon.com/images/M/MV5BMTM3ODc4MTI2OV5BMl5BanBnXkFtZTcwMTA4NjUzMQ@@._V1_SX300.jpg,English,UK,16:15.5,movie
411674,Mondovino,2004,PG-13,Documentary,11/3/2004,Jonathan Nossiter,Jonathan Nossiter,"Albiera Antinori, Allegra Antinori, Lodovico Antinori, Piero Antinori",67.0,7.1,1222.0,https://m.media-amazon.com/images/M/MV5BMTY3NzQ3NDI4Ml5BMl5BanBnXkFtZTcwNDQyNjgyMQ@@._V1_SX300.jpg,"English, French, Italian, Spanish, Portuguese","Argentina, France, Italy, USA",05:27.8,movie
412019,Broken Flowers,2005,R,"Comedy, Drama, Mystery",8/26/2005,Jim Jarmusch,"Jim Jarmusch, Bill Raden (inspired by an idea from), Sara Driver (inspired by an idea from)","Bill Murray, Julie Delpy, Heather Simms, Brea Frazier",79.0,7.2,77084.0,https://m.media-amazon.com/images/M/MV5BMTQ4OTk1MTYxM15BMl5BanBnXkFtZTcwMTYwNjAzMQ@@._V1_SX300.jpg,English,"USA, France",01:34.8,movie
412080,The World's Fastest Indian,2005,PG-13,"Biography, Drama, Sport",3/24/2006,Roger Donaldson,Roger Donaldson,"Anthony Hopkins, Iain Rea, Tessa Mitchell, Aaron Murphy",68.0,7.9,41733.0,https://m.media-amazon.com/images/M/MV5BMjE1MjA0MDA3MV5BMl5BanBnXkFtZTcwOTU0MjMzMQ@@._V1_SX300.jpg,English,"New Zealand, USA, Switzerland, Japan",03:04.7,movie
412536,Brideshead Revisited,2008,PG-13,"Drama, Romance",8/15/2008,Julian Jarrold,"Andrew Davies, Jeremy Brock, Evelyn Waugh (novel)","Matthew Goode, Thomas Morrison, David Barrass, Anna Madeley",64.0,6.7,9391.0,https://m.media-amazon.com/images/M/MV5BMTQ4MTU5MjAyN15BMl5BanBnXkFtZTcwOTcxMzE3MQ@@._V1_SX300.jpg,"English, Italian, Arabic, Latin, French","UK, Italy, Morocco",17:38.5,movie
412922,Little Manhattan,2005,PG,"Comedy, Family, Romance",1/5/2006,Mark Levin,Jennifer Flackett,"Josh Hutcherson, Charlie Ray, Bradley Whitford, Cynthia Nixon",52.0,7.6,17306.0,https://m.media-amazon.com/images/M/MV5BMTg3NzEzNzE0N15BMl5BanBnXkFtZTcwNjMxMjEzMQ@@._V1_SX300.jpg,English,USA,03:44.4,movie
413015,Mrs Henderson Presents,2005,R,"Comedy, Drama, Music",2/17/2006,Stephen Frears,"David Rose (idea), Kathy Rose (idea), Martin Sherman, Sheila van Damm (book)","Judi Dench, Bob Hoskins, Will Young, Christopher Guest",71.0,7.1,13175.0,https://m.media-amazon.com/images/M/MV5BMTM0MDMwNzU1MV5BMl5BanBnXkFtZTcwMzE3NzczMQ@@._V1_SX300.jpg,English,"UK, USA",57:51.8,movie
413099,Evan Almighty,2007,PG,"Comedy, Family, Fantasy",6/22/2007,Tom Shadyac,"Steve Oedekerk (screenplay), Steve Oedekerk (story), Joel Cohen (story), Alec Sokolow (story), Steve Koren (characters), Mark O'Keefe (characters)","Steve Carell, Morgan Freeman, Lauren Graham, Johnny Simmons",37.0,5.4,108059.0,https://m.media-amazon.com/images/M/MV5BMTUxMTEzODYxMV5BMl5BanBnXkFtZTcwNzQ4ODU0MQ@@._V1_SX300.jpg,English,USA,29:19.0,movie
413267,Shrek the Third,2007,PG,"Animation, Adventure, Comedy",5/18/2007,"Chris Miller, Raman Hui","William Steig (book), Andrew Adamson (story), Jeffrey Price (screenplay), Peter S. Seaman (screenplay), Chris Miller (screenplay), Aron Warner (screenplay), Jeff Snow (story)","Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas",58.0,6.0,189988.0,https://m.media-amazon.com/images/M/MV5BMTMyMjE1Mjc1NF5BMl5BanBnXkFtZTcwMzY0MjEzMw@@._V1_SX300.jpg,English,USA,07:51.0,movie
413300,Spider-Man 3,2007,PG-13,"Action, Adventure",5/4/2007,Sam Raimi,"Sam Raimi (screenplay), Ivan Raimi (screenplay), Alvin Sargent (screenplay), Sam Raimi (screen story), Ivan Raimi (screen story), Stan Lee (Marvel comic book), Steve Ditko (Marvel comic book)","Tobey Maguire, Kirsten Dunst, James Franco, Thomas Haden Church",59.0,6.2,343455.0,https://m.media-amazon.com/images/M/MV5BODUwMDc5Mzc5M15BMl5BanBnXkFtZTcwNDgzOTY0MQ@@._V1_SX300.jpg,"English, French",USA,02:25.2,movie
413466,Wassup Rockers,2005,R,"Comedy, Drama",4/5/2006,Larry Clark,"Larry Clark (screenplay), Larry Clark (story), Matthew Frost (story)","Jonathan Velasquez, Francisco Pedrasa, Milton Velasquez, Usvaldo Panameno",56.0,5.9,3944.0,https://m.media-amazon.com/images/M/MV5BMTIzNzAyMTA0Nl5BMl5BanBnXkFtZTcwMTYxNDczMQ@@._V1_SX300.jpg,"Spanish, English",USA,01:04.9,movie
413895,Charlotte's Web,2006,G,"Comedy, Family, Fantasy",12/15/2006,Gary Winick,"Susannah Grant (screenplay), Karey Kirkpatrick (screenplay), Earl Hamner Jr. (film story), E.B. White (book)","Julia Roberts, Steve Buscemi, John Cleese, Oprah Winfrey",68.0,6.4,25349.0,https://m.media-amazon.com/images/M/MV5BMTQ5MTUzMTAzMl5BMl5BanBnXkFtZTcwNTE0NTcyMw@@._V1_SX300.jpg,English,"USA, Germany",30:08.9,movie
414055,Elizabeth: The Golden Age,2007,PG-13,"Biography, Drama, History",10/12/2007,Shekhar Kapur,"William Nicholson, Michael Hirst","Jordi Molle, Aimee King, Cate Blanchett, Laurence Fox",45.0,6.9,51302.0,https://m.media-amazon.com/images/M/MV5BMTgzODIwNzcyMF5BMl5BanBnXkFtZTcwMTg0MTQ1MQ@@._V1_SX300.jpg,"English, Spanish, Swedish","UK, France, Germany, USA",02:27.0,movie
414344,The War Within,2005,R,Drama,9/30/2005,Joseph Castelo,"Ayad Akhtar, Joseph Castelo, Tom Glynn","Ayad Akhtar, Firdous Bamji, Nandana Sen, Sarita Choudhury",61.0,7.0,1116.0,https://m.media-amazon.com/images/M/MV5BMTc5OTQ1ODg2M15BMl5BanBnXkFtZTcwNDc4OTEzMQ@@._V1_SX300.jpg,English,USA,47:23.1,movie
414387,Pride & Prejudice,2005,PG,"Drama, Romance",11/23/2005,Joe Wright,"Jane Austen (novel), Deborah Moggach (screenplay)","Keira Knightley, Talulah Riley, Rosamund Pike, Jena Malone",82.0,7.8,174771.0,https://m.media-amazon.com/images/M/MV5BMTA1NDQ3NTcyOTNeQTJeQWpwZ15BbWU3MDA0MzA4MzE@._V1_SX300.jpg,English,"France, UK, USA",00:38.8,movie
414426,Quid Pro Quo,2008,R,"Drama, Mystery, Thriller",1/20/2008,Carlos Brooks,Carlos Brooks,"Nick Stahl, Rachel Black, Jessica Hecht, Jacob Pitts",55.0,6.3,2041.0,https://m.media-amazon.com/images/M/MV5BMTQwNjkyNjgzN15BMl5BanBnXkFtZTcwNTYyNjE3MQ@@._V1_SX300.jpg,English,USA,35:06.6,movie
414853,Barnyard,2006,PG,"Animation, Comedy, Family",8/4/2006,Steve Oedekerk,Steve Oedekerk,"Kevin James, Courteney Cox, Sam Elliott, Danny Glover",42.0,5.6,20438.0,https://m.media-amazon.com/images/M/MV5BMTU2NDE0ODYyNF5BMl5BanBnXkFtZTcwNjQ3NzAzMQ@@._V1_SX300.jpg,English,"Germany, USA, Netherlands",19:27.1,movie
414852,District B13,2004,R,"Action, Crime, Thriller",6/2/2006,Pierre Morel,"Luc Besson, Bibi Naceri","Cyril Raffaelli, David Belle, Tony D'Amario, Bibi Naceri",70.0,7.2,52433.0,https://m.media-amazon.com/images/M/MV5BMTA4NTk2OTc0NDBeQTJeQWpwZ15BbWU3MDU0ODgyMzE@._V1_SX300.jpg,"French, Spanish",France,19:39.2,movie
414951,The Quiet,2005,R,"Drama, Thriller",8/25/2006,Jamie Babbit,"Abdi Nazemian, Micah Schraft","Elisha Cuthbert, Camilla Belle, Edie Falco, Martin Donovan",29.0,6.4,13008.0,https://m.media-amazon.com/images/M/MV5BMTQ4NDA4NDIyOV5BMl5BanBnXkFtZTcwNDM5OTQzMQ@@._V1_SX300.jpg,"English, American Sign Language",USA,49:57.4,movie
414982,Final Destination 3,2006,R,"Horror, Thriller",2/10/2006,James Wong,"Glen Morgan, James Wong, Jeffrey Reddick (characters)","Mary Elizabeth Winstead, Ryan Merriman, Kris Lemche, Alexz Johnson",41.0,5.8,94303.0,https://m.media-amazon.com/images/M/MV5BMTg2MzI0MzczOF5BMl5BanBnXkFtZTcwNzAyODExMw@@._V1_SX300.jpg,English,"Germany, USA, Canada",16:34.2,movie
414993,The Fountain,2006,PG-13,"Drama, Romance, Sci-Fi",11/22/2006,Darren Aronofsky,"Darren Aronofsky (screenplay), Darren Aronofsky (story), Ari Handel (story)","Hugh Jackman, Rachel Weisz, Ellen Burstyn, Mark Margolis",51.0,7.3,179334.0,https://m.media-amazon.com/images/M/MV5BMTU5OTczMTcxMV5BMl5BanBnXkFtZTcwNDg3MTEzMw@@._V1_SX300.jpg,"English, Maya","USA, Canada",53:31.0,movie
415234,Red Doors,2005,R,Drama,9/8/2006,Georgia Lee,Georgia Lee,"Tzi Ma, Jacqueline Kim, Elaine Kao, Freda Foh Shen",60.0,6.5,881.0,https://m.media-amazon.com/images/M/MV5BMTUwOTEyNDQzM15BMl5BanBnXkFtZTcwMTc1MTMzMQ@@._V1_SX300.jpg,English,USA,56:15.8,movie
415306,Talladega Nights: The Ballad of Ricky Bobby,2006,PG-13,"Action, Comedy, Sport",8/4/2006,Adam McKay,"Will Ferrell, Adam McKay","Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole",66.0,6.5,120008.0,https://m.media-amazon.com/images/M/MV5BNzAzOTk1OTIyM15BMl5BanBnXkFtZTcwNDIzNTQzMQ@@._V1_SX300.jpg,"English, French",USA,24:43.0,movie
415833,Hate Crime,2005,R,"Crime, Drama, Mystery",1/14/2005,Tommy Stovall,Tommy Stovall,"Seth Peterson, Bruce Davison, Chad Donella, Cindy Pickett",41.0,6.4,1038.0,https://m.media-amazon.com/images/M/MV5BMTY0NTgxODEwMl5BMl5BanBnXkFtZTcwNTk5ODMzMQ@@._V1_SX300.jpg,English,USA,19:29.2,movie
415856,Hounddog,2007,R,"Drama, Music",1/22/2007,Deborah Kampmeier,Deborah Kampmeier,"Dakota Fanning, Granoldo Frazier, Isabelle Fuhrman, Cody Hanford",31.0,6.3,4941.0,https://m.media-amazon.com/images/M/MV5BMTA5NTA4NTQ2OTBeQTJeQWpwZ15BbWU3MDEyNzkxNDE@._V1_SX300.jpg,English,USA,33:42.8,movie
415932,Lemming,2005,NOT RATED,"Drama, Mystery, Thriller",5/11/2005,Dominik Moll,"Gilles Marchand, Dominik Moll","Laurent Lucas, Charlotte Gainsbourg, Charlotte Rampling, Andre Dussollier",65.0,6.7,4253.0,https://m.media-amazon.com/images/M/MV5BMjIwMTk4MDY4OF5BMl5BanBnXkFtZTcwNjY4OTI0Mg@@._V1_SX300.jpg,French,France,07:20.8,movie
415949,Keeping Up with the Steins,2006,PG-13,Comedy,6/2/2006,Scott Marshall,Mark Zakarin,"Daryl Sabara, Jami Gertz, Jeremy Piven, Cheryl Hines",57.0,5.4,2648.0,https://m.media-amazon.com/images/M/MV5BOTQ0OTE5MjA5N15BMl5BanBnXkFtZTcwNTk4NzczMQ@@._V1_SX300.jpg,"English, Hebrew",USA,07:33.7,movie
415965,Martian Child,2007,PG,"Comedy, Drama, Family",11/2/2007,Menno Meyjes,"Seth Bass (screenplay), Jonathan Tolins (screenplay), David Gerrold (novel)","John Cusack, Bobby Coleman, Amanda Peet, Sophie Okonedo",48.0,6.8,16786.0,https://m.media-amazon.com/images/M/MV5BMjExMDAxNzYzNV5BMl5BanBnXkFtZTcwMDQ3MDU1MQ@@._V1_SX300.jpg,English,USA,02:54.5,movie
415978,Me and You and Everyone We Know,2005,R,"Comedy, Drama",8/5/2005,Miranda July,Miranda July,"John Hawkes, Miranda July, Miles Thompson, Brandon Ratcliff",76.0,7.4,30111.0,https://m.media-amazon.com/images/M/MV5BMjE2OTM0MjE2MF5BMl5BanBnXkFtZTcwNzI3OTkyMQ@@._V1_SX300.jpg,English,"USA, UK",04:50.4,movie
416044,Mongol: The Rise of Genghis Khan,2007,R,"Adventure, Biography, Drama",7/4/2008,Sergey Bodrov,"Arif Aliev, Sergey Bodrov","Tadanobu Asano, Honglei Sun, Khulan Chuluun, Aliya",74.0,7.3,35870.0,https://m.media-amazon.com/images/M/MV5BMTQ0NTgzMzA2N15BMl5BanBnXkFtZTcwNTI1NjQ2MQ@@._V1_SX300.jpg,"Mongolian, Mandarin","Russia, Germany, Kazakhstan",02:25.6,movie
416185,Resurrecting the Champ,2007,PG-13,"Drama, Sport",8/24/2007,Rod Lurie,"Michael Bortman (screenplay), Allison Burnett (screenplay), Michael Bortman (screen story), Allison Burnett (screen story), J.R. Moehringer (Los Angeles Times Magazine article)","Samuel L. Jackson, Josh Hartnett, Kathryn Morris, Dakota Goyo",55.0,6.8,17650.0,https://m.media-amazon.com/images/M/MV5BMTc4MDI1MjIxMF5BMl5BanBnXkFtZTcwMTc2MDU2MQ@@._V1_SX300.jpg,English,USA,12:03.1,movie
416212,The Secret Life of Bees,2008,PG-13,Drama,10/17/2008,Gina Prince-Bythewood,"Gina Prince-Bythewood (screenplay), Sue Monk Kidd (novel)","Dakota Fanning, Queen Latifah, Jennifer Hudson, Alicia Keys",57.0,7.3,17854.0,https://m.media-amazon.com/images/M/MV5BOTgzNDIzMTM2OV5BMl5BanBnXkFtZTcwMTQzNTE4MQ@@._V1_SX300.jpg,English,USA,29:22.5,movie
416236,The Spiderwick Chronicles,2008,PG,"Adventure, Family, Fantasy",2/14/2008,Mark Waters,"Karey Kirkpatrick (screenplay), David Berenbaum (screenplay), John Sayles (screenplay), Tony DiTerlizzi (books), Holly Black (books)","Freddie Highmore, Mary-Louise Parker, Nick Nolte, Sarah Bolger",62.0,6.6,63942.0,https://m.media-amazon.com/images/M/MV5BMTMzMDcyMzM2Ml5BMl5BanBnXkFtZTYwNzg1Nzc4._V1_SX300.jpg,English,USA,15:12.3,movie
416315,Wolf Creek,2005,R,"Drama, Horror, Thriller",12/25/2005,Greg McLean,Greg McLean,"John Jarratt, Cassandra Magrath, Kestie Morassi, Nathan Phillips",54.0,6.3,52213.0,https://m.media-amazon.com/images/M/MV5BMTIzMjYwNTU4N15BMl5BanBnXkFtZTcwMjk0OTgzMQ@@._V1_SX300.jpg,"English, Swedish",Australia,10:28.8,movie
416320,Match Point,2005,R,"Drama, Romance, Thriller",1/20/2006,Woody Allen,Woody Allen,"Jonathan Rhys Meyers, Alexander Armstrong, Paul Kaye, Matthew Goode",72.0,7.7,153633.0,https://m.media-amazon.com/images/M/MV5BMTMzNzY4MzE5NF5BMl5BanBnXkFtZTcwMzQ1MDMzMQ@@._V1_SX300.jpg,English,"UK, Russia, Ireland, Luxembourg, USA",50:24.2,movie
416331,Go for Zucker,2004,UNRATED,Comedy,1/6/2005,Dani Levy,"Dani Levy, Holger Franke","Henry Hebchen, Hannelore Elsner, Udo Samel, Golda Tencer",60.0,6.9,2387.0,https://m.media-amazon.com/images/M/MV5BMTY2MzYzMDAxM15BMl5BanBnXkFtZTcwMjE1MTYzMQ@@._V1_SX300.jpg,German,Germany,36:00.7,movie
416449,300,2006,R,"Action, Fantasy, War",3/9/2007,Zack Snyder,"Zack Snyder (screenplay), Kurt Johnstad (screenplay), Michael Gordon (screenplay), Frank Miller (graphic novel), Lynn Varley (graphic novel)","Gerard Butler, Lena Headey, Dominic West, David Wenham",51.0,7.8,558171.0,https://m.media-amazon.com/images/M/MV5BMjAzNTkzNjcxNl5BMl5BanBnXkFtZTYwNDA4NjE3._V1_SX300.jpg,English,USA,02:36.0,movie
416471,American Gun,2005,R,Drama,3/22/2006,Aric Avelino,"Steven Bagatourian, Aric Avelino","Marcia Gay Harden, Forest Whitaker, Donald Sutherland, Lisa Long",48.0,6.2,2738.0,https://m.media-amazon.com/images/M/MV5BMTI3NTEwOTI4OV5BMl5BanBnXkFtZTcwOTEzMDQzMQ@@._V1_SX300.jpg,English,USA,09:24.2,movie
416508,Becoming Jane,2007,PG,"Biography, Drama, Romance",8/10/2007,Julian Jarrold,"Jane Austen (letters), Kevin Hood, Sarah Williams","Anne Hathaway, James McAvoy, Julie Walters, James Cromwell",55.0,7.1,41563.0,https://m.media-amazon.com/images/M/MV5BMTIzMjQyMDMxM15BMl5BanBnXkFtZTcwMjAwOTM1MQ@@._V1_SX300.jpg,English,"UK, Ireland",07:35.6,movie
416675,Dark Matter,2007,R,Drama,4/24/2008,Shi-Zheng Chen,"Billy Shebar (screenplay), Shi-Zheng Chen (story), Billy Shebar (story)","Meryl Streep, Ye Liu, Peng Chi, Aidan Quinn",49.0,6.2,2659.0,https://m.media-amazon.com/images/M/MV5BMTM0MTA0NDY0NV5BMl5BanBnXkFtZTcwMDUyNTU2MQ@@._V1_SX300.jpg,"Mandarin, English",USA,16:34.9,movie
416773,Girl Play,2004,NOT RATED,Comedy,7/11/2004,Lee Friedlander,"Lee Friedlander, Robin Greenspan, Lacie Harmon","Robin Greenspan, Lacie Harmon, Mink Stole, Dom DeLuise",37.0,4.7,661.0,https://m.media-amazon.com/images/M/MV5BMTM2MzIwNDQxM15BMl5BanBnXkFtZTcwOTc5MTAzMQ@@._V1_SX300.jpg,English,USA,43:49.4,movie
416891,The Kid & I,2005,PG-13,Comedy,12/2/2005,Penelope Spheeris,Tom Arnold,"Tom Arnold, Eric Gores, Linda Hamilton, Joe Mantegna",37.0,5.7,1184.0,https://m.media-amazon.com/images/M/MV5BMTg5ODM5OTI0MF5BMl5BanBnXkFtZTcwMzY3NDgzMQ@@._V1_SX300.jpg,English,USA,21:49.9,movie
416991,Moolaade,2004,UNRATED,Drama,3/9/2005,Ousmane Sembene,Ousmane Sembene,"Fatoumata Coulibaly, Maimouna Helene Diarra, Salimata Traore, Dominique Zeeda",91.0,7.7,2475.0,https://m.media-amazon.com/images/M/MV5BMTYyODQ2OTExMl5BMl5BanBnXkFtZTcwMDE1MjE2MQ@@._V1_SX300.jpg,"Bambara, French","Senegal, Burkina Faso, Morocco, Tunisia, Cameroon, France",01:04.0,movie
417001,Must Love Dogs,2005,PG-13,"Comedy, Romance",7/29/2005,Gary David Goldberg,"Claire Cook (novel), Gary David Goldberg (screenplay)","Diane Lane, John Cusack, Elizabeth Perkins, Christopher Plummer",46.0,5.9,24202.0,https://m.media-amazon.com/images/M/MV5BOTU0ODA0NTM1OF5BMl5BanBnXkFtZTcwODE0MTkyMQ@@._V1_SX300.jpg,"English, Armenian",USA,00:22.2,movie
373450,Where the Truth Lies,2005,R,"Crime, Drama, Mystery",10/7/2005,Atom Egoyan,"Atom Egoyan (screenplay), Rupert Holmes (novel)","Kevin Bacon, Colin Firth, Alison Lohman, David Hayman",47.0,6.6,14402.0,https://m.media-amazon.com/images/M/MV5BMTI2NzQ3ODc3OV5BMl5BanBnXkFtZTcwMjEzMTEzMQ@@._V1_SX300.jpg,English,"Canada, UK",49:29.1,movie
417148,Snakes on a Plane,2006,R,"Action, Thriller",8/18/2006,David R. Ellis,"John Heffernan (screenplay), Sebastian Gutierrez (screenplay), David Dalessandro (story), John Heffernan (story)","Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard",58.0,5.6,111148.0,https://m.media-amazon.com/images/M/MV5BMjE0NzI3MjkxM15BMl5BanBnXkFtZTcwNjEzODIzMQ@@._V1_SX300.jpg,English,"Germany, USA, Canada",43:40.6,movie
417189,Time to Leave,2005,UNRATED,Drama,11/30/2005,Franeois Ozon,Franeois Ozon,"Melvil Poupaud, Jeanne Moreau, Valeria Bruni Tedeschi, Daniel Duval",67.0,7.1,6802.0,https://m.media-amazon.com/images/M/MV5BMTc4NzA5OTc2Ml5BMl5BanBnXkFtZTcwNTM3OTA5MQ@@._V1_SX300.jpg,"French, English, German",France,45:12.5,movie
417217,Two for the Money,2005,R,"Drama, Sport, Thriller",10/7/2005,D.J. Caruso,Dan Gilroy,"Al Pacino, Matthew McConaughey, Rene Russo, Armand Assante",50.0,6.2,34534.0,https://m.media-amazon.com/images/M/MV5BMTg0Mjc5MzkxN15BMl5BanBnXkFtZTcwMDI0OTEzMQ@@._V1_SX300.jpg,English,USA,06:01.2,movie
417225,Idlewild,2006,R,"Crime, Drama, Musical",8/25/2006,Bryan Barber,Bryan Barber,"Andre Benjamin, Big Boi, Paula Patton, Terrence Howard",55.0,6.2,4453.0,https://m.media-amazon.com/images/M/MV5BOTAxMTgyMDI2NF5BMl5BanBnXkFtZTcwMjU4NjgzMQ@@._V1_SX300.jpg,English,USA,00:22.6,movie
417385,12 and Holding,2005,R,Drama,7/7/2006,Michael Cuesta,Anthony Cipriano,"Conor Donovan, Jesse Camacho, Zoe Weizenbaum, Jeremy Renner",65.0,7.6,5977.0,https://m.media-amazon.com/images/M/MV5BMTIyNDA4ODU2M15BMl5BanBnXkFtZTcwNDIzNjkzMQ@@._V1_SX300.jpg,English,USA,21:47.4,movie
417433,Annapolis,2006,PG-13,"Drama, Romance, Sport",1/27/2006,Justin Lin,David Collard,"James Franco, Macka Foley, Jim Parrack, Donnie Wahlberg",37.0,5.8,17252.0,https://m.media-amazon.com/images/M/MV5BNDQxMzA1Mjk5MF5BMl5BanBnXkFtZTcwMTM5NjEzMQ@@._V1_SX300.jpg,English,USA,33:11.2,movie
417532,Checking Out,2005,PG-13,Comedy,12/19/2006,Jeff Hare,"Richard Marcus (screenplay), Allen Swift (play)","Peter Falk, Laura San Giacomo, David Paymer, Judge Reinhold",44.0,6.2,571.0,https://m.media-amazon.com/images/M/MV5BMTM0Mjk2NjAxMF5BMl5BanBnXkFtZTcwMDA2OTI3Nw@@._V1_SX300.jpg,English,USA,15:26.9,movie
